Time, in s	Altitude in m	Velocity in m/s
409.4	167963.160670735	4534.880952381
409.5	167965.35740174	4536.3888888889
409.6	167967.525483207	4537.8571428572
409.7	167969.664854269	4539.3650793651
409.8	167971.775454061	4540.873015873
409.9	167973.857221717	4542.380952381
410	167975.910096371	4543.9285714286
410.1	167977.934017157	4545.4365079365
410.2	167979.92892321	4546.9444444445
410.3	167981.894753663	4548.5317460318
410.4	167983.831447652	4550.1190476191
410.5	167985.738944309	4551.7063492064
410.6	167987.617182769	4553.3333333333
410.7	167989.466102167	4554.9206349206
410.8	167991.285641637	4556.5079365079
410.9	167993.075740312	4558.1349206349
411	167994.836337327	4559.6825396825
411.1	167996.567377715	4561.1904761905
411.2	167998.268836006	4562.6984126984
411.3	167999.940722124	4564.2063492064
411.4	168001.58308139	4565.6746031746
411.5	168003.195994517	4567.2222222222
411.6	168004.779577615	4568.7301587302
411.7	168006.333982191	4570.2380952381
411.8	168007.859389246	4571.8253968254
411.9	168009.355985679	4573.373015873
412	168010.823958391	4574.880952381
412.1	168012.263494283	4576.4682539683
412.2	168013.674780255	4577.9761904762
412.3	168015.058003208	4579.4841269841
412.4	168016.413350041	4581.0714285714
412.5	168017.741007656	4582.5793650794
412.6	168019.041162953	4584.0873015873
412.7	168020.314002832	4585.6746031746
412.8	168021.559714193	4587.2222222222
412.9	168022.778483938	4588.7698412698
413	168023.970498965	4590.3571428572
413.1	168025.135946177	4591.9047619048
413.2	168026.275012474	4593.4523809524
413.3	168027.387884754	4595.0793650794
413.4	168028.474749921	4596.6666666667
413.5	168029.535794872	4598.2936507937
413.6	168030.57120651	4599.9603174603
413.7	168031.581171734	4601.5873015873
413.8	168032.565877445	4603.1746031746
413.9	168033.525510544	4604.8015873016
414	168034.46025793	4606.3888888889
414.1	168035.370306504	4607.9365079365
414.2	168036.255843167	4609.4841269841
414.3	168037.117054819	4610.9920634921
414.4	168037.95412836	4612.5
414.5	168038.767250692	4614.0476190476
414.6	168039.556608713	4615.5952380952
414.7	168040.322389325	4617.1031746032
414.8	168041.064779429	4618.6507936508
414.9	168041.783965924	4620.1984126984
415	168042.480135711	4621.746031746
415.1	168043.15347569	4623.3333333333
415.2	168043.804172762	4624.9206349206
415.3	168044.432413828	4626.4682539683
415.4	168045.038385787	4628.0555555556
415.5	168045.62227554	4629.6031746032
415.6	168046.184269988	4631.1507936508
415.7	168046.724556031	4632.7777777778
415.8	168047.243320569	4634.4047619048
415.9	168047.740750503	4636.0317460318
416	168048.217032734	4637.6984126984
416.1	168048.672354161	4639.3650793651
416.2	168049.106901685	4641.0317460318
416.3	168049.520862207	4642.6984126984
416.4	168049.914422627	4644.3253968254
416.5	168050.287769845	4645.9523809524
416.6	168050.641090762	4647.5793650794
416.7	168050.974572278	4649.2063492064
416.8	168051.288401294	4650.753968254
416.9	168051.582764709	4652.380952381
417	168051.857849426	4654.0079365079
417.1	168052.113842343	4655.6349206349
417.2	168052.350930362	4657.2619047619
417.3	168052.569300383	4658.8492063492
417.4	168052.769139305	4660.3968253968
417.5	168052.950634031	4662.0238095238
417.6	168053.113971459	4663.5714285714
417.7	168053.259338491	4665.0793650794
417.8	168053.386922027	4666.626984127
417.9	168053.496908968	4668.1349206349
418	168053.589486213	4669.6428571429
418.1	168053.664840663	4671.1904761905
418.2	168053.723159219	4672.7380952381
418.3	168053.764628781	4674.2857142857
418.4	168053.789436249	4675.873015873
418.5	168053.797768525	4677.4206349206
418.6	168053.789812508	4678.9682539683
418.7	168053.765755098	4680.5952380952
418.8	168053.725783197	4682.1825396825
418.9	168053.670083704	4683.7092496233
419	168053.59884352	4685.2958911363
419.1	168053.512249546	4686.8938706786
419.2	168053.410488682	4688.4588485795
419.3	168053.293747828	4690.0461501668
419.4	168053.162213885	4691.5937692145
419.5	168053.016073753	4693.1810708018
419.6	168052.855514333	4694.8686465753
419.7	168052.680722524	4696.5359733163
419.8	168052.491885228	4698.1522794882
419.9	168052.289189345	4699.8015873016
420	168052.072821775	4701.4285714286
420.1	168051.842969419	4703.0158730159
420.2	168051.599819178	4704.6031746032
420.3	168051.34355795	4706.1507936508
420.4	168051.074372638	4707.6587301587
420.5	168050.792450141	4709.2063492064
420.6	168050.49797736	4710.753968254
420.7	168050.191141196	4712.3412698413
420.8	168049.872128548	4713.9682539683
420.9	168049.541126317	4715.5952380952
421	168049.198321404	4717.1825396825
421.1	168048.843900708	4718.8095238095
421.2	168048.478051132	4720.4365079365
421.3	168048.100959574	4722.0238095238
421.4	168047.712812935	4723.6507936508
421.5	168047.313798116	4725.2777777778
421.6	168046.904102017	4726.8650793651
421.7	168046.483911539	4728.4920634921
421.8	168046.053413582	4730.1190476191
421.9	168045.612795046	4731.746031746
422	168045.162242832	4733.4126984127
422.1	168044.70194384	4735.0396825397
422.2	168044.23208497	4736.6666666667
422.3	168043.752853124	4738.3333333333
422.4	168043.264435202	4740
422.5	168042.767018103	4741.626984127
422.6	168042.260788729	4743.2936507937
422.7	168041.74593398	4744.9603174603
422.8	168041.222640756	4746.5873015873
422.9	168040.691095957	4748.2142857143
423	168040.151486485	4749.8412698413
423.1	168039.603999239	4751.4682539683
423.2	168039.04882112	4753.1349206349
423.3	168038.486139029	4754.7619047619
423.4	168037.916139865	4756.3492063492
423.5	168037.339010529	4758.0158730159
423.6	168036.754937923	4759.6825396825
423.7	168036.164108945	4761.3095238095
423.8	168035.566710497	4762.9761904762
423.9	168034.962929478	4764.6428571429
424	168034.35295279	4766.2698412699
424.1	168033.736967333	4767.9761904762
424.2	168033.115160007	4769.6031746032
424.3	168032.487717713	4771.2301587302
424.4	168031.85482735	4772.8968253968
424.5	168031.21667582	4774.5238095238
424.6	168030.573450023	4776.1507936508
424.7	168029.92533686	4777.8174603175
424.8	168029.27252323	4779.4444444445
424.9	168028.615196034	4781.1111111111
425	168027.953542173	4782.7777777778
425.1	168027.287748547	4784.4444444445
425.2	168026.618002057	4786.1111111111
425.3	168025.944489602	4787.7777777778
425.4	168025.267398084	4789.4841269841
425.5	168024.586914403	4791.2301587302
425.6	168023.903225458	4792.9761904762
425.7	168023.216518151	4794.7222222222
425.8	168022.526979383	4796.4682539683
425.9	168021.834796052	4798.2142857143
426	168021.140155061	4800
426.1	168020.443243309	4801.746031746
426.2	168019.744247696	4803.4523809524
426.3	168019.043355124	4805.1587301587
426.4	168018.340752492	4806.8253968254
426.5	168017.636626702	4808.4920634921
426.6	168016.931164653	4810.1587301587
426.7	168016.224553245	4811.746031746
426.8	168015.51697938	4813.373015873
426.9	168014.808629958	4815
427	168014.099691879	4816.5873015873
427.1	168013.390352043	4818.2142857143
427.2	168012.680797351	4819.8412698413
427.3	168011.971214704	4821.4682539683
427.4	168011.261791002	4823.1349206349
427.5	168010.552713144	4824.7619047619
427.6	168009.844168033	4826.3888888889
427.7	168009.136342568	4828.0555555556
427.8	168008.429423649	4829.7222222222
427.9	168007.723598177	4831.3888888889
428	168007.019053053	4833.0555555556
428.1	168006.315975176	4834.7619047619
428.2	168005.614551448	4836.4285714286
428.3	168004.914968768	4838.1349206349
428.4	168004.217414038	4839.8412698413
428.5	168003.522074157	4841.5476190476
428.6	168002.829136026	4843.253968254
428.7	168002.138786545	4844.9603174603
428.8	168001.451212615	4846.626984127
428.9	168000.766601136	4848.3333333333
429	168000.085139009	4850.0013928523
429.1	167999.407013135	4851.6680595189
429.2	167998.732410412	4853.3744087253
429.3	167998.061517743	4855.0807579316
429.4	167997.394522027	4856.7474245983
429.5	167996.731610164	4858.4537738046
429.6	167996.072969056	4860.1998055507
429.7	167995.418785603	4861.9444444445
429.8	167994.769246705	4863.7301587302
429.9	167994.124539262	4865.4761904762
430	167993.484850175	4867.2222222222
430.1	167992.850366344	4869.0079365079
430.2	167992.221274671	4870.753968254
430.3	167991.597762054	4872.4206349206
430.4	167990.980015395	4874.126984127
430.5	167990.368221594	4875.7936507937
430.6	167989.762567552	4877.4603174603
430.7	167989.163240168	4879.126984127
430.8	167988.570426344	4880.7936507937
430.9	167987.98431298	4882.4603174603
431	167987.405086976	4884.2063492064
431.1	167986.832935232	4885.9126984127
431.2	167986.268044649	4887.5793650794
431.3	167985.710602128	4889.2857142857
431.4	167985.160794569	4891.0317460318
431.5	167984.618808872	4892.8174603175
431.6	167984.084831938	4894.6428571429
431.7	167983.559050667	4896.4285714286
431.8	167983.041651959	4898.1746031746
431.9	167982.532822716	4900
432	167982.032749837	4901.7857142857
432.1	167981.541620223	4903.4920634921
432.2	167981.059620774	4905.1984126984
432.3	167980.586938391	4906.8650793651
432.4	167980.123759974	4908.4920634921
432.5	167979.670272424	4910.1984126984
432.6	167979.226662641	4911.9047619048
432.7	167978.793117525	4913.6507936508
432.8	167978.369823977	4915.4761904762
432.9	167977.956968897	4917.2619047619
433	167977.554739186	4919.0079365079
433.1	167977.163321744	4920.8333333333
433.2	167976.782903472	4922.6587301587
433.3	167976.413671269	4924.4444444445
433.4	167976.055812038	4926.2301587302
433.5	167975.709512676	4927.9761904762
433.6	167975.374960087	4929.6825396825
433.7	167975.052341168	4931.5079365079
433.8	167974.741842822	4933.3333333333
433.9	167974.443651949	4935.1190476191
434	167974.157955448	4936.9444444445
434.1	167973.884940221	4938.7301587302
434.2	167973.624793168	4940.4761904762
434.3	167973.377701189	4942.3412698413
434.4	167973.143851185	4944.1666666667
434.5	167972.923430055	4945.9523809524
434.6	167972.716624702	4947.7777777778
434.7	167972.523622024	4949.5634920635
434.8	167972.344608922	4951.3095238095
434.9	167972.179772298	4953.1349206349
435	167972.02929905	4954.9206349206
435.1	167971.893376081	4956.6666666667
435.2	167971.772190289	4958.4523809524
435.3	167971.665928576	4960.1587301587
435.4	167971.574777842	4961.8650793651
435.5	167971.498924987	4963.6507936508
435.6	167971.438556912	4965.4365079365
435.7	167971.393860517	4967.1825396825
435.8	167971.365022703	4968.9682539683
435.9	167971.35223037	4970.7142857143
436	167971.355670418	4972.4603174603
436.1	167971.375529748	4974.246031746
436.2	167971.411995261	4976.0317460318
436.3	167971.465253856	4977.7777777778
436.4	167971.535492435	4979.5634920635
436.5	167971.622897897	4981.3095238095
436.6	167971.727657143	4983.0158730159
436.7	167971.849957074	4984.8015873016
436.8	167971.98998459	4986.5873015873
436.9	167972.147926591	4988.3333333333
437	167972.323969978	4990.1190476191
437.1	167972.518301651	4991.8650793651
437.2	167972.73110851	4993.6111111111
437.3	167972.962577457	4995.4365079365
437.4	167973.212895391	4997.2619047619
437.5	167973.482249213	4999.0476190476
437.6	167973.770825823	5000.873015873
437.7	167974.078812122	5002.6587301587
437.8	167974.40639501	5004.4047619048
437.9	167974.753761388	5006.1904761905
438	167975.121098155	5007.9761904762
438.1	167975.508592214	5009.7222222222
438.2	167975.916430463	5011.5079365079
438.3	167976.344799803	5013.253968254
438.4	167976.793887135	5014.9603174603
438.5	167977.263879359	5016.746031746
438.6	167977.754963376	5018.5317460318
438.7	167978.267326086	5020.3174603175
438.8	167978.801154389	5022.1428571429
438.9	167979.356635186	5023.9285714286
439	167979.933955377	5025.6746031746
439.1	167980.533301863	5027.5
439.2	167981.154861545	5029.3253968254
439.3	167981.798821321	5031.1111111111
439.4	167982.465368094	5032.8968253968
439.5	167983.154688763	5034.6428571429
439.6	167983.866970229	5036.3888888889
439.7	167984.602399392	5038.2142857143
439.8	167985.361163153	5040.0396825397
439.9	167986.143448412	5041.8253968254
440	167986.94944207	5043.6904761905
440.1	167987.779331026	5045.5158730159
440.2	167988.633302182	5047.3015873016
440.3	167989.511542438	5049.126984127
440.4	167990.414238694	5050.9523809524
440.5	167991.34157785	5052.7777777778
440.6	167992.293746808	5054.6428571429
440.7	167993.270932467	5056.4285714286
440.8	167994.273321729	5058.1746031746
440.9	167995.301101492	5060.0396825397
441	167996.354458659	5061.9047619048
441.1	167997.43357364	5063.7301587302
441.2	167998.538544933	5065.5555555556
441.3	167999.669340456	5067.3412698413
441.4	168000.825796739	5069.0873015873
441.5	168002.007618922	5070.9523809524
441.6	168003.214380757	5072.7777777778
441.7	168004.445524606	5074.5634920635
441.8	168005.700367931	5076.3888888889
441.9	168006.97817872	5078.1746031746
442	168008.278224151	5079.9603174603
442.1	168009.599771399	5081.8253968254
442.2	168010.942087642	5083.6507936508
442.3	168012.304440057	5085.4365079365
442.4	168013.686095821	5087.3015873016
442.5	168015.086322112	5089.126984127
442.6	168016.504386105	5090.9126984127
442.7	168017.939554978	5092.7777777778
442.8	168019.391095908	5094.6428571429
442.9	168020.858276072	5096.4682539683
443	168022.340362648	5098.373015873
443.1	168023.836622811	5100.1984126984
443.2	168025.346323739	5101.9841269841
443.3	168026.86873261	5103.8492063492
443.4	168028.403116599	5105.6349206349
443.5	168029.948742884	5107.380952381
443.6	168031.504878643	5109.1666666667
443.7	168033.070791051	5110.9126984127
443.8	168034.645747287	5112.6587301587
443.9	168036.229014526	5114.4841269841
444	168037.819859947	5116.3492063492
444.1	168039.417550725	5118.2142857143
444.2	168041.021354039	5120.1587301587
444.3	168042.630537065	5122.0634920635
444.4	168044.244366979	5123.8888888889
444.5	168045.86211096	5125.7936507937
444.6	168047.483036184	5127.6984126984
444.7	168049.106409828	5129.5634920635
444.8	168050.731499069	5131.4682539683
444.9	168052.357571084	5133.2936507937
445	168053.98389305	5135.1190476191
445.1	168055.609732144	5137.0634920635
445.2	168057.234355543	5138.9285714286
445.3	168058.857030424	5140.7936507937
445.4	168060.477023965	5142.6587301587
445.5	168062.093603341	5144.4841269841
445.6	168063.706035731	5146.3095238095
445.7	168065.31358831	5148.2142857143
445.8	168066.915528257	5150.0793650794
445.9	168068.511122748	5151.9841269841
446	168070.099638959	5153.8888888889
446.1	168071.680344069	5155.753968254
446.2	168073.252505254	5157.6190476191
446.3	168074.815389691	5159.5634920635
446.4	168076.368264558	5161.4682539683
446.5	168077.91039703	5163.3333333333
446.6	168079.441054285	5165.2380952381
446.7	168080.959503501	5167.1031746032
446.8	168082.465011853	5168.9682539683
446.9	168083.95684652	5170.873015873
447	168085.434274678	5172.7380952381
447.1	168086.896563504	5174.6031746032
447.2	168088.342980175	5176.5476190476
447.3	168089.772791868	5178.4523809524
447.4	168091.18526576	5180.3968253968
447.5	168092.579669028	5182.380952381
447.6	168093.95526885	5184.3650793651
447.7	168095.311332401	5186.3492063492
447.8	168096.64712686	5188.3333333333
447.9	168097.961919403	5190.2380952381
448	168099.254977207	5192.0634920635
448.1	168100.525567449	5193.9285714286
448.2	168101.772957306	5195.753968254
448.3	168102.996413956	5197.5793650794
448.4	168104.195204574	5199.4047619048
448.5	168105.368596339	5201.1904761905
448.6	168106.515856427	5202.9761904762
448.7	168107.636252015	5204.880952381
448.8	168108.72905028	5206.746031746
448.9	168109.793518399	5208.6507936508
449	168110.82892355	5210.5555555556
449.1	168111.834532908	5212.4206349206
449.2	168112.809613652	5214.2857142857
449.3	168113.753432958	5216.2301587302
449.4	168114.665258003	5218.1349206349
449.5	168115.544355964	5220.0396825397
449.6	168116.389994018	5221.9841269841
449.7	168117.201439343	5223.8888888889
449.8	168117.977959115	5225.7936507937
449.9	168118.718820511	5227.7380952381
450	168119.423290708	5229.6825396825
450.1	168120.090636883	5231.5873015873
450.2	168120.720126213	5233.5714285714
450.3	168121.311025876	5235.5158730159
450.4	168121.862603048	5237.4603174603
450.5	168122.374124906	5239.4841269841
450.6	168122.844858627	5241.5079365079
450.7	168123.274071388	5243.4797445262
450.8	168123.661030367	5245.50355405
450.9	168124.00500274	5247.4083159548
451	168124.305255684	5249.2733953198
451.1	168124.561056376	5251.2178397643
451.2	168124.771671993	5253.1226016691
451.3	168124.936369713	5254.9876810341
451.4	168125.054416712	5256.9047619048
451.5	168125.125080167	5258.7698412698
451.6	168125.147627255	5260.6349206349
451.7	168125.121325153	5262.5793650794
451.8	168125.045441039	5264.4841269841
451.9	168124.919242089	5266.3888888889
452	168124.74199548	5268.3333333333
452.1	168124.512968389	5270.2380952381
452.2	168124.231427993	5272.1031746032
452.3	168123.89664147	5274.0160109305
452.4	168123.507875996	5275.9216257007
452.5	168123.064398748	5277.8662548195
452.6	168122.565476904	5279.7313341846
452.7	168122.010377639	5281.5964135497
452.8	168121.398368132	5283.4218103751
452.9	168120.72871556	5285.3265722799
453	168120.000687098	5287.2629423017
453.1	168119.213549925	5289.166851341
453.2	168118.366571217	5291.0317460318
453.3	168117.459018151	5292.9761904762
453.4	168116.490157904	5294.880952381
453.5	168115.459257654	5296.8253968254
453.6	168114.365584577	5298.8095238095
453.7	168113.20840585	5300.753968254
453.8	168111.98698865	5302.7380952381
453.9	168110.700600155	5304.6825396825
454	168109.348507541	5306.5873015873
454.1	168107.929977985	5308.5714285714
454.2	168106.444278665	5310.5555555556
454.3	168104.890676756	5312.5
454.4	168103.268439438	5314.4841269841
454.5	168101.576833885	5316.3888888889
454.6	168099.815127275	5318.3333333333
454.7	168097.982586786	5320.3174603175
454.8	168096.078479595	5322.3015873016
454.9	168094.102072877	5324.2857142857
455	168092.052633811	5326.3095238095
455.1	168089.929429573	5328.253968254
455.2	168087.73172734	5330.2380952381
455.3	168085.45879429	5332.2222222222
455.4	168083.109897599	5334.246031746
455.5	168080.684304444	5336.2301587302
455.6	168078.181282003	5338.253968254
455.7	168075.600097451	5340.1984126984
455.8	168072.940017968	5342.1825396825
455.9	168070.200310728	5344.1666666667
456	168067.38024291	5346.1507936508
456.1	168064.47908169	5348.0555555556
456.2	168061.496094245	5349.9603174603
456.3	168058.430547753	5351.8253968254
456.4	168055.28170939	5353.6904761905
456.5	168052.048846333	5355.5952380952
456.6	168048.73122576	5357.5396825397
456.7	168045.328114847	5359.5238095238
456.8	168041.838780772	5361.5873015873
456.9	168038.26249071	5363.6507936508
457	168034.59851184	5365.6746031746
457.1	168030.846111339	5367.7380952381
457.2	168027.004556382	5369.7619047619
457.3	168023.073114148	5371.7063492064
457.4	168019.051051814	5373.6507936508
457.5	168014.937636555	5375.5555555556
457.6	168010.732140936	5377.4603174603
457.7	168006.433966778	5379.4444444445
457.8	168002.042769032	5381.4682539683
457.9	167997.55846117	5383.4920634921
458	167992.981215179	5385.6349206349
458.1	167988.311461562	5387.7380952381
458.2	167983.549889342	5389.8015873016
458.3	167978.697440672	5391.9047619048
458.4	167973.755186962	5394.0079365079
458.5	167968.724205012	5396.0714285714
458.6	167963.605571617	5398.1746031746
458.7	167958.400363576	5400.1984126984
458.8	167953.109657685	5402.1825396825
458.9	167947.734530743	5404.246031746
459	167942.276059547	5406.3095238095
459.1	167936.735320893	5408.3333333333
459.2	167931.11339158	5410.4365079365
459.3	167925.411348405	5412.5
459.4	167919.630268165	5414.6031746032
459.5	167913.771227658	5416.7857142857
459.6	167907.835303681	5418.9285714286
459.7	167901.823573032	5421.0714285714
459.8	167895.737112507	5423.2142857143
459.9	167889.576998905	5425.2777777778
460	167883.344309022	5427.3015873016
460.1	167877.040119657	5429.2857142857
460.2	167870.665507606	5431.2698412698
460.3	167864.221549667	5433.253968254
460.4	167857.709322638	5435.2380952381
460.5	167851.129903315	5437.2619047619
460.6	167844.484368497	5439.2857142857
460.7	167837.77379498	5441.3888888889
460.8	167830.999259562	5443.5317460318
460.9	167824.161839041	5445.6349206349
461	167817.262610213	5447.7777777778
461.1	167810.302649877	5449.880952381
461.2	167803.283034829	5451.9047619048
461.3	167796.204841867	5453.9285714286
461.4	167789.069147789	5455.9523809524
461.5	167781.877029392	5457.9365079365
461.6	167774.629563473	5459.9603174603
461.7	167767.32782683	5461.9444444445
461.8	167759.97289626	5463.9285714286
461.9	167752.56584856	5465.9523809524
462	167745.107760528	5468.0158730159
462.1	167737.599708962	5470.0793650794
462.2	167730.042770658	5472.1825396825
462.3	167722.438022415	5474.2857142857
462.4	167714.786541029	5476.3888888889
462.5	167707.089403298	5478.5317460318
462.6	167699.347686019	5480.7142857143
462.7	167691.56246599	5482.8571428572
462.8	167683.734820009	5485
462.9	167675.865824872	5487.1428571429
463	167667.956557377	5489.246031746
463.1	167660.008094321	5491.3888888889
463.2	167652.021512503	5493.5317460318
463.3	167643.997888718	5495.6349206349
463.4	167635.938299765	5497.7777777778
463.5	167627.843822442	5499.880952381
463.6	167619.715533544	5501.9444444445
463.7	167611.554509871	5504.0873015873
463.8	167603.361828219	5506.1904761905
463.9	167595.138565385	5508.253968254
464	167586.885798168	5510.3571428572
464.1	167578.604603364	5512.4603174603
464.2	167570.296057771	5514.5634920635
464.3	167561.961238187	5516.7063492064
464.4	167553.601221408	5518.8095238095
464.5	167545.217084233	5520.9126984127
464.6	167536.809903457	5523.0555555556
464.7	167528.38075588	5525.1190476191
464.8	167519.930718299	5527.1428571429
464.9	167511.46086751	5529.1666666667
465	167502.972280311	5531.1904761905
465.1	167494.4660335	5533.2142857143
465.2	167485.943203874	5535.2777777778
465.3	167477.40486823	5537.3412698413
465.4	167468.852103366	5539.4444444445
465.5	167460.28598608	5541.626984127
465.6	167451.707593168	5543.8095238095
465.7	167443.118001428	5545.9523809524
465.8	167434.518287657	5548.1349206349
465.9	167425.909528654	5550.2777777778
466	167417.292801215	5552.4206349206
466.1	167408.669182137	5554.6031746032
466.2	167400.039748219	5556.746031746
466.3	167391.405576257	5558.8888888889
466.4	167382.767743049	5561.0714285714
466.5	167374.127325392	5563.2142857143
466.6	167365.485400084	5565.3571428572
466.7	167356.843043923	5567.5
466.8	167348.201333704	5569.6428571429
466.9	167339.561346227	5571.746031746
467	167330.924158288	5573.8888888889
467.1	167322.290846685	5575.9920634921
467.2	167313.662488215	5578.0158730159
467.3	167305.040159676	5580.0793650794
467.4	167296.424937865	5582.1428571429
467.5	167287.817899579	5584.2063492064
467.6	167279.220121616	5586.3095238095
467.7	167270.632680774	5588.373015873
467.8	167262.056653849	5590.4365079365
467.9	167253.493117639	5592.5793650794
468	167244.943148941	5594.7222222222
468.1	167236.407824553	5596.8650793651
468.2	167227.888221273	5599.0079365079
468.3	167219.385415897	5601.1904761905
468.4	167210.900485224	5603.373015873
468.5	167202.43450605	5605.6349206349
468.6	167193.988555173	5607.8968253968
468.7	167185.56370939	5610.1190476191
468.8	167177.161045499	5612.3412698413
468.9	167168.781640297	5614.5634920635
469	167160.426570582	5616.746031746
469.1	167152.096913151	5618.9682539683
469.2	167143.793744801	5621.1507936508
469.3	167135.518142329	5623.2936507937
469.4	167127.271182534	5625.4761904762
469.5	167119.053942213	5627.6587301587
469.6	167110.867498163	5629.8412698413
469.7	167102.712927181	5632.0238095238
469.8	167094.591306065	5634.2063492064
469.9	167086.503711612	5636.3492063492
470	167078.45122062	5638.5714285714
470.1	167070.434909886	5640.753968254
470.2	167062.455856207	5642.9365079365
470.3	167054.515136381	5645.1190476191
470.4	167046.613827206	5647.3015873016
470.5	167038.753005478	5649.4444444445
470.6	167030.933747996	5651.6666666667
470.7	167023.157131555	5653.8492063492
470.8	167015.424201144	5656.0317460318
470.9	167007.735842694	5658.253968254
471	167000.092751272	5660.4761904762
471.1	166992.495431078	5662.6587301587
471.2	166984.944195448	5664.9206349206
471.3	166977.439166852	5667.1428571429
471.4	166969.980276896	5669.3253968254
471.5	166962.567298128	5671.5873015873
471.6	166955.199971289	5673.8095238095
471.7	166947.878037118	5675.9920634921
471.8	166940.601236354	5678.253968254
471.9	166933.369309736	5680.4761904762
472	166926.181998004	5682.6587301587
472.1	166919.039041896	5684.880952381
472.2	166911.940182153	5687.0634920635
472.3	166904.885159513	5689.2063492064
472.4	166897.873714715	5691.4285714286
472.5	166890.905588499	5693.6111111111
472.6	166883.980521605	5695.7936507937
472.7	166877.098254771	5698.0158730159
472.8	166870.258528736	5700.2380952381
472.9	166863.461084241	5702.4603174603
473	166856.705662023	5704.7619047619
473.1	166849.992002823	5706.9841269841
473.2	166843.31984738	5709.2063492064
473.3	166836.688936432	5711.4285714286
473.4	166830.09901072	5713.6507936508
473.5	166823.549810983	5715.873015873
473.6	166817.041077959	5718.0952380952
473.7	166810.572552388	5720.2777777778
473.8	166804.143975009	5722.5
473.9	166797.755086562	5724.7619047619
474	166791.405627786	5727.0634920635
474.1	166785.09533942	5729.3253968254
474.2	166778.823962203	5731.6666666667
474.3	166772.591236875	5734.0079365079
474.4	166766.396904175	5736.3095238095
474.5	166760.240704842	5738.6507936508
474.6	166754.122379615	5740.9920634921
474.7	166748.041669234	5743.253968254
474.8	166741.998314438	5745.5952380952
474.9	166735.992055966	5747.8571428572
475	166730.022634557	5750.0793650794
475.1	166724.089790951	5752.380952381
475.2	166718.193265888	5754.6428571429
475.3	166712.332800105	5756.8253968254
475.4	166706.508134343	5759.126984127
475.5	166700.719009341	5761.3888888889
475.6	166694.965165837	5763.6111111111
475.7	166689.246344573	5765.9126984127
475.8	166683.562286285	5768.2142857143
475.9	166677.912731715	5770.4761904762
476	166672.2974216	5772.8174603175
476.1	166666.716096681	5775.0793650794
476.2	166661.168497697	5777.3015873016
476.3	166655.654365386	5779.6428571429
476.4	166650.173440489	5781.9444444445
476.5	166644.725463744	5784.1666666667
476.6	166639.310175891	5786.4682539683
476.7	166633.927317669	5788.6904761905
476.8	166628.576629816	5790.8333333333
476.9	166623.257853074	5793.0555555556
477	166617.97072818	5795.2380952381
477.1	166612.714995874	5797.4206349206
477.2	166607.490396896	5799.6825396825
477.3	166602.296671983	5801.9047619048
477.4	166597.133561877	5804.1666666667
477.5	166592.000807316	5806.5476190476
477.6	166586.898149039	5808.9285714286
477.7	166581.825327786	5811.2301587302
477.8	166576.782084295	5813.6111111111
477.9	166571.768159307	5815.9523809524
478	166566.78329356	5818.2936507937
478.1	166561.827227794	5820.6746031746
478.2	166556.899702747	5823.0158730159
478.3	166552.00045916	5825.3174603175
478.4	166547.129237772	5827.6984126984
478.5	166542.28577932	5830
478.6	166537.469824546	5832.2619047619
478.7	166532.681114189	5834.6031746032
478.8	166527.919388986	5836.9047619048
478.9	166523.184389679	5839.2063492064
479	166518.475857005	5841.5476190476
479.1	166513.793531705	5843.8492063492
479.2	166509.137154517	5846.1507936508
479.3	166504.506466181	5848.5317460318
479.4	166499.901207436	5850.873015873
479.5	166495.321119022	5853.1746031746
479.6	166490.765941677	5855.5555555556
479.7	166486.235416141	5857.8968253968
479.8	166481.729283153	5860.2380952381
479.9	166477.247283453	5862.6190476191
480	166472.789157779	5864.9603174603
480.1	166468.354646871	5867.2619047619
480.2	166463.943491468	5869.6428571429
480.3	166459.55543231	5871.9841269841
480.4	166455.190210136	5874.2857142857
480.5	166450.847565684	5876.6666666667
480.6	166446.527239695	5879.0079365079
480.7	166442.228972907	5881.3095238095
480.8	166437.95250606	5883.6904761905
480.9	166433.697579893	5886.0317460318
481	166429.463935146	5888.3333333333
481.1	166425.251312557	5890.753968254
481.2	166421.059452865	5893.0952380952
481.3	166416.888096811	5895.3968253968
481.4	166412.736985134	5897.8174603175
481.5	166408.605858571	5900.1587301587
481.6	166404.494457864	5902.5
481.7	166400.402523751	5904.9206349206
481.8	166396.329796972	5907.2619047619
481.9	166392.276018265	5909.6031746032
482	166388.24092837	5912.0238095238
482.1	166384.224268026	5914.3650793651
482.2	166380.225777973	5916.7063492064
482.3	166376.245198949	5919.0873015873
482.4	166372.282271694	5921.3492063492
482.5	166368.336736948	5923.5714285714
482.6	166364.408335449	5925.873015873
482.7	166360.496807937	5928.1746031746
482.8	166356.601895152	5930.4761904762
482.9	166352.723337831	5932.8571428572
483	166348.860876715	5935.2380952381
483.1	166345.014252543	5937.6587301587
483.2	166341.183206054	5940.1587301587
483.3	166337.367477987	5942.5396825397
483.4	166333.566809082	5944.8412698413
483.5	166329.780940078	5947.2222222222
483.6	166326.009611715	5949.5634920635
483.7	166322.25256473	5951.8650793651
483.8	166318.509539864	5954.246031746
483.9	166314.780277857	5956.626984127
484	166311.064519446	5959.0476190476
484.1	166307.362005372	5961.5873015873
484.2	166303.672476374	5964.0873015873
